"@ungAiPthznYQsqT @m_for_mixacb Не, к сожалению, это врач из Беларуси",neutral
а что-то вечно https://t.co/KRegezgMpT,neutral
в группе Нервы состоит реинкарнация Маяковского,neutral
"@lesbogadalka ❤ или 📚, не хочу напрягать сильно!! 👉👈",neutral
"пиздануться не проснуться. пью 2 дня подряд, сегодня я точно не буду.",negative
@_vaskerr Я нэжно,positive
я заныла 🥺🥺💔💔💔 https://t.co/x4dOcoh1gN,negative
@Fedor_Kuh_ Бекон,skip
"@tupoicherv а если это туберкулез,,,,",negative
"@_kirishin_ уже никак, боюсь..",negative
Хорошое шоу вышло в замену #Eurovision,positive
@_venchic_ @pientrafil У моей младшей школы есть заброшенный магазин в которой можно устроить личную дурку если там нет трупов,negative
ЯЯЯЯ чувствую это все и правда я так люблю эти запахи... https://t.co/ZHr8TAfxWW,positive
@the_eismen ХЕПИ НЬЮ ЕАР,speech
@rianru НИКТО ХУЙЛУ НЕ ДОВЕРЯЕТ- ЗАБУДЬТЕ ДУМАТЬ,negative
@GessFCSM Пропустил в Турции половину матчей по мышечным травмам,neutral
@Snegoook Спасибо 😘,speech
@arctic_lanes @elenash5000 @quintocolumno А как же супы?,neutral
боже у меня реально отмер мозг я не могу думать аахаха...,skip
@shotohoho хихи риллайф канкри бррр,skip
@AQ0yWu1gmkdoakm Горит восток зарею новой https://t.co/6Gg14V1Sgf,neutral
@Valera_Sever У нас в России всё хорошо 👌🏻 https://t.co/czx0wK8lAz,positive
Вы бы знали какой щя треш у меня с сессией !!! Я ненавижу это помойку ебаную,negative
с нг,speech
короче в пизду вашего дворецкого там стекло нахцй,negative
@hyudence что такое??,neutral
@raduga02963571 ЖЕНИТЬСЯ,neutral
@yoonveta у моей тоже лооол,neutral
@your_cute_chush спасибо кот 🥺💔,speech
"@ya_ne_sanya Так, выживут трое?",neutral
@utopiataee и ещё у них был в твиттере вопрос-ответ,neutral
"Девочки, всех с прекрасным праздником!
Любите себя и будьте счастливы! И здоровы) https://t.co/oR4mlXDK8F",speech
@NastyaSk6 Я умру прям там на ви го,negative
"@DmAstaroth поглядите ка, еще кобенится",negative
@codemancer хорошо,positive
@CALLIN_VIC Пугающая😭😭😭😭😭,negative
"Фан-бои: Блин! Наранча такой милый и добрый:)

Наранча на самом деле: https://t.co/AOt1PdNw5r",positive
потому что тупая👊🏻😺,skip
22 правила жизни от Монеточки https://t.co/6GcGRjh8BH,neutral
@inuzuka_boy Ты не Тобирама одумайся.,neutral
@belamova а вдруг объедут по кругу и вернутся,neutral
"Я сразу после того, как создал Лунара: https://t.co/JPT5uN9u3h",neutral
@chimachhi увуву спасибо большое...,speech
@Starssinmyes @holy_marshal_ Такое бы в 19 задании,neutral
А мне приснился Искандар Мамадалиев,neutral
@KinchevKzn Там шумно:) Лучше рядом с Paddington - туда поезд из Хитроу приезжает,neutral
@Divona19 мой ник:😎😎😎😎,neutral
"""Абсент возбуждает сознание. Зеленой фее, живущей в абсенте, нужна ваша душа"".
Сука, шесть лет прошло, а все равно переворачивает. Брррр. 😅",positive
"- А мне зима больше нравится, чем лето. 
- Почему? 
- Территория лучше простреливается.",negative
"потом будет поздно что-то понимать,поэтому нужно ценить сейчас🥰",positive
еще девочка в тиктоке выбесила своим 'комаэда мой муж потому что я люблю психов' нет??? он не псих??? очнись пожалуйста,negative
@SUPPORT_C_MAPCA это поддержано министерством здравоохранения? серьезно?,neutral
"а представьте, если они когда-то дропнут клип на 'precious' 🤪",neutral
"@SchweigerdtAlex @SERG__ROTENBERG И сбежать нельзя!!! Вот сволочи, не пускают потенциального заразчика среди людей погулять.",negative
"@dddddied @persona184 Не, ребят,  я конечно все понимаю, но этого я не понимаю 🗿 https://t.co/K73WVzYbZ0",negative
@Aleks_Basson Иногда и подольше удавалось...,neutral
@omniologija @alquimi30201886 @djvucicevic Браво 👏👏👏 завидан интелект 😂😂😂,positive
"@mashawannasay Маша, бояться нечего",positive
Михаил Мишустин: меры по борьбе с коронавирусом в России были своевременные и правильные  https://t.co/bYMCUoZDMk,neutral
"@Sevara0828 лекин бирар марта ГАИ аёл курмаганман, к,анак,а бу э гендер тенглик)",skip
"@znak_com Лукашеску ещё хотел сказать, что Гитлер таких как Тихановская вообще убивал. Но подумал, что это перебор и промолчал",negative
"Другими словами, в нашу с вами сторону круглосуточно из космоса будет смотреть 48 тысяч радаров.",neutral
@Slesar21 @watermelonONK А я бы Павла поставил выше Иисуса. Без его пиар кампании про Иисуса забыли бы через пару лет,neutral
@_kyomuu Какой шрифт вы используете? Или это написано от руки?,neutral
"@uuuuvvuuu Умф, обажаю этот трек",positive
"Самые полезные зимой продукты

  https://t.co/sLOfoGTkKM https://t.co/oYuUAqnVJa",neutral
"Всё еще в поисках золотой середины, где с кондиционером ок или с открытым окном не хочется сдохнуть. Но всё ещё нет",negative
ДА ТЫ ЗАЕБАЛ МЕНЯТЬ АККАУНТЫ https://t.co/BaTu9c2a2p,negative
когда я говорю что чонхо король вокала я не вру а говорю лишь факты  https://t.co/bOz1PdwrZh,neutral
@moyshasheckel5 @t_felg Смыл. Норм теперь,neutral
Типа... Это же должно быть неудобно.... А мне удобно...,neutral
я правда блять так люблю аниме я пришла в Твиттер сегодня с конченным настроением в итоге я улыбаюсь смеюсь и плачу но только от смеха,skip
@AgustaD7 Мэкачина. Прикольно 😆,positive
"Скорость тырнета на Билайне - Аш голова кружится!!!
https://t.co/MRZlRG9dng",positive
@kryakrya95 Я ещё раз посмотрела. Все отлично 😏,positive
@her_na_lnr @Next_Linch ну там не народ сидит-там лучшие люди народа и плевали они на любого гетьмана.,negative
моя любовь будет с тобой даже когда не будет луны,positive
@desveryy Я только села,neutral
"Класс, опять из всех дел за день я успела заняться только хуйней. Продуктивность 10/10",negative
"@alexey0869 @8Wedma Я путешествую много, да и я собачница, коты воняют и своенравны, это не со мной.",negative
"А еще у меня сетчатка стала тоньше, и возможно нужно будет делать операцию 🙃",negative
"@tete_chip такой милый смущающийся котенок, боже люблю его 😭",skip
@PJMPROMlSE нет мне жаль вас:(,negative
"Вы знакомы с работами Евгения Винокурова? У меня нет слов, чтобы описать, какие чувства вызывает его поэзия.",positive
@Guru6poFQWET Всё нормально,neutral
@svetiiny ой,neutral
Гармин порадовал что я улучшил время прохождения 40км на 36 минут с мая месяца. https://t.co/gQ74DPyt72,positive
@teenidle_yo Ты точно не будешь,skip
"Они такие прекрасные, я сейчас буду плакать https://t.co/F33AeK07DO",positive
накупила дохуя еды жду ильнура потому что сама не дотащу,neutral
@nnastiny урра я не одна!! 🥺🥺,positive
@DokUSSR ... К соседу в гости за солью сходить и краснея признаться - Ой ! Не добегу ! ...,neutral
"НЕ НУ ВЫ ВИДЕЛИ ЧЕ ТВОРЯТ???

#NCT127 #Punch
#NCT127_Punch
#NeoZone_TheFinalRound",negative
сука охуевшая меня буллят больше чем тебя жертва ты наша любимая завались и не позорься,negative
"@favedoingwave Понимаю, солнце, прекрасно понимаю",positive
В России отменен «банковский роуминг» - https://t.co/Mb8JGsgkHQ,neutral
"@Goodz_A @IgorDzhus я не понимаю, ты на полном серьезе пытаешься тягаться со мной своим тупым юмором? очнись))",negative
мясо просто снос башки,positive
@FrmGROZN ахахахвхажвхаза.,skip
Зеленский дал два дня на принятие закона о продаже земли https://t.co/gGPsluoTAF,neutral
@ponny1 Тебя вонючку только без звука смотреть. Ты обосраная тварь.,negative
"@novusordoru @nina_ninysha Не знаю Вашу терминологию: лжелевые, а вижу одно реально - в Минске майданчик по типу украинского. Всё...",negative
"Я думаю каждый, кто со мной общался дольше одного дня, хоть раз сказал ""Лика блять""
моё имя и блять это как два синонима",skip
мертвецы вэй усяня когда слышат зов чэньцин https://t.co/erAiKgewZe,neutral
"@vurdinberg У меня там просто было ""нахуй иди""😅",negative
"Это могли бы быть мы, но ты против метисации. https://t.co/Rk3E3evZ0T",skip
Вопрос для тех кто шарит: это потому что мы не певучие и такой тембр норма для большинства или просто вокабери говно? 😕,negative
"@_oCHo_oCHo_ Эх, ну ничего, зато сможешь вечером насладится всей прелестью этого эпизода",positive
@koksik_24 там сильно не гуляла,neutral
"@sapkmw ага, потому что ""Незатыкающийся-Мару"" не пойдёт, на ""мару"" в японском заканчиваются названия судов.",neutral
У меня очень сомнительное чувство юмора https://t.co/YKsiQPgYxw,neutral
@NafidaniNasus Све.,skip
"Хөөе Мардай гуай , хөргөгчинд байсан өргөлийн архи хэн уучиваа чихшиг...намайг түрүүн өргөл өргөхийг хараагүүм байхдаа! Сониен",skip
Хочется почувствовать себя молодой в клубе для молодых. Вот.,neutral
Вакансия: Менеджер интернет - магазина https://t.co/T46faX55aL,neutral
послушала DAx4 за день уже раз сто блять.,skip
@ax_voronenok Поэтому я и готова стать кактусом,neutral
@rnluhehe ахахахахппхххп https://t.co/ULvm9SSabf,skip
Русский зимний футбол. https://t.co/gTbUkK54kw,neutral
@bbsbro_ доброй ноченьки 💕,speech
"Продам землю 10.0 сот 300000 руб г Красноярск ДНТ Солнечная Поляна, Емельяновский р-н https://t.co/k2DtNFIrxV",neutral
"@xlebaly @advokat_stupin @SobolLubov Поверь, им посрать. Есть задача насрального продвигать, они это и делают.",negative
"@cunnfox @MyasoedovPavel @dw_russian А ты был в США , жил там ? ))))) Думаю , что ты миллионер ... )))))",skip
"угадайте кто проспал все, что только можно в этом мире?",negative
"хочу себе куклу барби,чтобы потом у меня была большая коллекция🥺💔",neutral
@zuluushka @da_sukhbat Ганц хоноод буцна гэсэн 10 жил болчихсон хүмүүс бдаг шүү🤣😂,skip
"Чувствую себя максимум ахуенно
Желаю всем хорошего настрояния и всякого хорошего ну того чамого 
Да всем споклйной ночти",positive
страшно создавать контент зная что существует пиздняков и его армия уебанов,negative
@your_lie_your_ херасе,skip
"@JustUndiesChch Такой аппетитный ""бугорок"" Мммм.",positive
@pashamavlova Погуглите синдром беспокойных ног и попробуйте калий и магний попить,neutral
@zagraydenis Спаси Вас Бог ！,speech
@6opxvv Гол обектоо л харсан бол болоо🤣🤣🙏🙏,skip
"@1ralavella1 надеюсь, ноги утром не умрут",negative
"В 16 веке зверька #капибару — грызуна, ведущего полуводный образ жизни объявили рыбой, чтобы её мясо можно было есть во время постов.",neutral
КАТЯ ТЫ В ТЕЛЕВИЗОРЕ СОЛНЦЕ!!,positive
"@SdibqJgth в Кремле тоже думали,что леса горят это бомбы Ленина,а это оказалось ЛДПР",neutral
@mone_fairy что:(,skip
@SmirnAnn что это значит?,neutral
@suguruloveu Я не фотографируюсь в последнее время,neutral
"@tsipor_dror Лучше быть другом патологоанатома, чем пациентом. https://t.co/Yyfeth4Yiv",neutral
@whodoIhave Не пиши. Делов то,neutral
На границах проверяют на наличие неоплаченных штрафов https://t.co/bw8Uhrr6IT,neutral
@d1scoqueen Ааааа это так красиво 😍😍 у тебя очень приятный голос ❤,positive
"@lana_del_andray Отлично, сейчас буду кушоть!!!",positive
2005. Гламур. ЖЖ. Фотошоп. «Наши». Меркель. Монетизация. Валуев. Пробки.... https://t.co/fMXpYrJ9f3 с помощью @YouTube,skip
@rinaajk спасибо 🥺💖,speech
https://t.co/o5p4hVvM9u: Проект постановления администрации Мирного https://t.co/0OHpwwZ4JC,neutral
"@ilovekirumitojo @Baron__Saturday Женского
Гетеро 
Мужское",skip
@vika71rus Я уже не знаю чего и кого бояться,negative
@volgafilm @slasten_ Ну да) А в SAO GGO там ключевое оружие загадочного киллера - пистолет ТТ 😂,positive
@wszfgxuhklivl Боже),neutral
я слушаю свою любимую песню нст раз в тыщу лет потому что когда включаю её начинаю плакать на первых секундах,neutral
"мяу
 #НовыйАватар https://t.co/Uj3SocnWmg",neutral
@lazyseptemberr Спасибо 🙌🏼,speech
"@SryvnyyNerv Удачи, павочан!",speech
"@well_syxjker77 да, кинь телегу пж",neutral
Пойду посмотрю бога старшей школы,neutral
"@Jungwooblessme Выбери, что из этого мне бы больше подошло",neutral
"Сама вчера писала типа будьте спокойны, а уже сегодня написала 2 жалобы 😅 моего спокойствия хватило на 3 дня",skip
Притом он первый Маори получивший Оскар в данной категории! Невероятный просто,positive
Приду домой поплачу,negative
"@Dendanben123 я решил сменить ориентацию потому что я не забыла про то что я тебе и Андрею нагрубила

...wtf...",neutral
@EM0KAMI а ты собрала шкатулки?,neutral
"Чувствую я многое пропустила 👀 что-то произошло с НСТ , тег у нас какой-то загадочный тоже . 
Ну ни на минуту из Тви нельзя уйти 👀",neutral
А теперь я смело могу назвать ее своей подругой и вообще очень люблю ❤️ https://t.co/FcOPkG12Y0,positive
Как должен реагировать здоровый мужчина на злые сплетни о нем ВК? https://t.co/jjKlpZoW2o,neutral
"@aavst @navalny Ну не удивительно, если вся страна друг друга спрашивает: Ну что, смотрел/а?9",neutral
@_carameldancen @kkrkkrt ты и я,neutral
@NekroVolk ЖОПА МЕЧТЫ,positive
"@Cardinal_Whale @xopyc_akcimand @nicolasmrabbit понял, но мне похуй",negative
"Начало конца нефтяной иглы.

https://t.co/apN1p8b6gb",negative
@HKrassenstein Смерть пиндосам,negative
"нахуя мне идти на оформление и окрашивание бровей, если я могу и дома блять общипать половину волос и жалеть потом",negative
"В убийстве 14-летней девочки в Москве подозревается подросток, который покончил с собой:
https://t.co/94DFQdRtAG https://t.co/1gSkPFPYDo",negative
я сейчас тупо зажгу свечу и сяду читать слово о походе игоря потому что идти спать так рано я не готова,neutral
@yougotnojamsri в поисковике твиттера,neutral
@Paper_Paper3 На каких основаниях?,neutral
Сонхва в кино... я о таком даже не могла мечтать...😻😻😻 вот просыпаешься утречком а там может и тхт в кино зарулят... Я СЫГРАЮ В ЯЩИК!),positive
Это @marydurer после последних синглов БХ https://t.co/VPGLG4O1wl,neutral
@vibe_crc Всё гениальное просто,positive
"Blog Alexandra  Mazunina: Сдали Крым! Как живут сейчас Акимов, Зубков, Аксен... https://t.co/WxO9CdQVE0",negative
пью адреналин и ем сырок с кокосом чувствую себя счастливой,positive
"Я ж что-то хотела сделать -.- 
Собиралась.. и.. и.. не помню 😥",neutral
@Son18Chon Тоже верно. НУ ЛАНА ЩА ПОМЕНЯЕМСЯ,neutral
"Женщина: индивидуальность персонажки, проработка образа
Мужик: подрочить",skip
@sashoksnegnoe )) и ноги)),skip
@moonhobikoo я уже 🥴,neutral
Эхнээсээ хариулт иржээнэ. 🙄 https://t.co/mH6sgNhoWE,skip
"с 8 марта мои любимые сильные и не зависимые, в честь тех девушек борющихся за права девушек и женщин😘",speech
Смотрю на цену 1 года ординатуры и может ну нахуй вашу вышку,negative
@Volosati_Shmel наша историчка назвала весь класс шлюхами🤩 лучшая учительница,negative
@etufilns @NCTsmtown_DREAM в смысле... это же седрик,neutral
@odmars77 Нуруугаа угаалганаа муу моньдоор ккк,skip
"@lover_of_loki вот блин
научи",neutral
@0686koz это не Волочкова,neutral
не понравится* (не кидайте тапки),negative
@apk17_20 тоже хочу попробовать в вов поиграть...,neutral
@purplechanmi спасибо😘💕,speech
"Юра,мы все проебали

Фильм, 2020. https://t.co/dU2YBlR0fq",negative
@Granitsi_Razuma в прямом))) судя по фразе выше))),skip
@Patrickterno НУ ШТОЖ Я ЖДУ https://t.co/40dfKnFcAC,neutral
@dangerousfag Это социальный конструкт,neutral
Не злите Сергея Валерьевича,neutral
Итс ми.... Нагито комаэда он зе нинтендо диэс...... https://t.co/imZ4mN4Z0k,skip
Когспекты по анатомии даже не писата вообще😭😭😭😭 времени мало осталось а я вообще тооолько начала делать. Блиннннннн,negative
@sergeysuchar @cheguevaralinch @fil1957 Не цепляйте его ник в переписке со мной и мой ник в переписке с ним.,neutral
@im_tired002 я хочу!!! и если ты хочешь и тебе не трудно я буду только рада🥺🥺🥺,skip
"надеюсь, я не встречусь со своей девушкой",neutral
@softtochka а потом вы вместе практикуетесь:),positive
ААААААА (не спизидла а немного изменила) 🥺🥺🥺#федорбасманов https://t.co/LVflN93s1S,skip
@brightxwful да она классная https://t.co/eMqeq4BsbP,positive
@HP_peach_ спасибо заяц🤧💔,speech
как же я ненавижу себя господи какая срань,negative
@abernathyblyat когда читала тоже про тебя подумала,neutral
Только что опубликовано фото https://t.co/uPG8cDIkCD,neutral
@STRONG_YARONTA @gogotyn36 Память возвращается. Динамика положительная,positive
@latiniano А почему вообще такой вопрос? Разве есть возможность отказа?,negative
представьте Хуа Чена с такой серьгой...😳 https://t.co/9M9s0caj6p,neutral
Билл Гейтс покинул совет директоров Майкрософт. Он планирует посвятить свободное время филантропии.,neutral
@bokulittlepie диан уссалась,skip
"@sharvarko @typodar Что одно, что другое, все кроме Москвы дно.",negative
@jjsijjss ТЫ УГАДАЛА,neutral
Как выглядит потомство кота с самым нестандартным окрасом https://t.co/9glhtsmUcS,neutral
@osaakji прощай.,neutral
Листья березы #Природа #Якутия https://t.co/JCQUDJSFGh,neutral
"@vooobrajala Мы все 94 года выпуска, прости господи))",positive
@tass_agency Теперь очередь России,neutral
Парад в честь 75-ой годовщины Победы прошел в Донецке: фото  https://t.co/38nCql8HJx https://t.co/Kf8997F14Y,positive
"@klaydiashipper ну не мне слава богу 😂😂😂😂
да тип просто там женские ноги и всё прочее и алексей",skip
"@masterstrang Русофобия следствие. А причина русофобии к сожалению - имперские, власовские замашки Кремля.",negative
@jkbabyyyyyy я не могу играть пока я на море(( тут очень плохой интернет(( я приеду домой через 5 дне и поиграем хорошо?🥺,positive
отправлю своему будущему парню,neutral
"Итак, в два часа ночи мы выяснили, что я оставила свой мозг где то в 2017",negative
Вот на чём @MazurikDm ездит https://t.co/0eI3oVKw8J,neutral
"купила рубашку девочки,бЕЛУЮ😼",positive
@zeffirok1 ╰(*´︶`*)╯♡ “ентернет обнимашки”,positive
@Ntaleya @mechanical_hare О! Довайти! :3,skip
"Кто рано встает, тот убирает дерьмо у кота из лотка",negative
@mmaaawww Я узнал это перед сном,neutral
@Dj_Dimon13 @GuzziGuzziMane @AnatoByshovets Откуда знаешь? Большой опыт?,neutral
@GolyDovolen Помер что-ли 🤔,negative
Крымский флот проводил весну с прибавкой https://t.co/Lnb2XgiMy8,neutral
О божечки https://t.co/fWJxBl1sdz,skip
@Libertylures @Kartoshka_kofe @DPihtoo Ладно.,neutral
надо было все-таки поставить себе toefl на декабрь чтобы прокрастинировать написанием тупых эссе не один месяц а четыре,negative
"@ken_tari_taro @0323lovebot ну, не знаю, думаю за звание дедов могут и тохошинки побороться",neutral
BBC News Русская служба - Британские медики: внезапная потеря обоняния может быть симптомом коронавируса https://t.co/8Tb7tIXDue,neutral
"Но я спала всего часа 3 наверное, поэтому лягу сейчас ещё на часик😴",negative
@diggya И электрошок включать на каждой кнопке которая не учавствует на видео :D,skip
"@Dialog_UA Спасибо Пороху, сдержал агрессию Кремля и не дал дебилам Педораши захватить всю Украину",negative
"@OKofani Ну ты постоянно кидаешь картинки с орущими персами, как мне это еще воспринимать??",negative
@dumb_assti Ору,skip
"@tatsumilovesymd Оо~ну раз уж ты согласился, то просто к слову~~это сериал на 15 сезонов😼😼😼",neutral
Прохладная ночь,neutral
"""об"" 
Так вообще можно писать",neutral
@moscowdorofeev @premierliga Взяли интервью для программы так сказать «по горячим следам»?),neutral
О господи искренне прошу прощения за все это мне было скучно https://t.co/8m8PfB0kos,positive
Всем хороших выходных💙 https://t.co/VwVEtAZlwb,positive
